countryOfAsylum,countryOfOrigin,year,totalRefugees
NGA,UGA,2009,4
NOR,AFG,2009,4415
NOR,ALB,2009,62
NOR,DZA,2009,80
NOR,AGO,2009,165
NOR,ARM,2009,74
NOR,AZE,2009,67
NOR,BGD,2009,23
NOR,BLR,2009,69
NOR,BEL,2009,1
NOR,BEN,2009,3
NOR,BTN,2009,11
NOR,BIH,2009,213
NOR,BRN,2009,1
NOR,BGR,2009,13
NOR,BFA,2009,3
NOR,BDI,2009,408
NOR,CPV,2009,1
NOR,KHM,2009,6
NOR,CMR,2009,30
NOR,CAF,2009,1
NOR,TCD,2009,2
NOR,CHL,2009,2
NOR,CHN,2009,308
NOR,COL,2009,138
NOR,COG,2009,47
NOR,CIV,2009,26
NOR,HRV,2009,186
NOR,CUB,2009,5
NOR,PRK,2009,14
NOR,COD,2009,241
NOR,ECU,2009,3
NOR,EGY,2009,7
NOR,SLV,2009,5
NOR,ERI,2009,3060
NOR,EST,2009,1
NOR,ETH,2009,1065
NOR,FJI,2009,1
NOR,GMB,2009,4
NOR,GEO,2009,55
NOR,DEU,2009,1
NOR,GHA,2009,2
NOR,GTM,2009,1
NOR,GIN,2009,20
NOR,HTI,2009,2
NOR,HUN,2009,4
NOR,IND,2009,23
NOR,IDN,2009,3
NOR,IRQ,2009,7253
NOR,IRN,2009,1124
NOR,ISR,2009,8
NOR,JOR,2009,15
NOR,KAZ,2009,82
NOR,KEN,2009,17
NOR,KWT,2009,8
NOR,KGZ,2009,24
NOR,LAO,2009,0
NOR,LBN,2009,48
NOR,LBR,2009,64
NOR,LBY,2009,80
NOR,LTU,2009,1
NOR,MAC,2009,8
NOR,MWI,2009,8
NOR,MYS,2009,0
NOR,MRT,2009,1
NOR,MNG,2009,7
NOR,MAR,2009,15
NOR,MOZ,2009,3
NOR,MMR,2009,72
NOR,NAM,2009,2
NOR,NPL,2009,21
NOR,NLD,2009,1
NOR,NER,2009,22
NOR,NGA,2009,46
NOR,PAK,2009,267
NOR,PER,2009,1
NOR,PHL,2009,2
NOR,POL,2009,1
NOR,KOR,2009,1
NOR,MDA,2009,25
NOR,ROU,2009,16
NOR,RUS,2009,3969
NOR,RWA,2009,156
NOR,SAU,2009,1
NOR,SEN,2009,1
NOR,SRB,2009,3203
NOR,SLE,2009,50
NOR,SVK,2009,15
NOR,SOM,2009,7064
NOR,LKA,2009,483
NOR,PSE,2009,10
NOR,SDN,2009,214
NOR,SYR,2009,152
NOR,TJK,2009,34
NOR,THA,2009,30
NOR,MKD,2009,6
NOR,TGO,2009,14
NOR,TUN,2009,2
NOR,TUR,2009,158
NOR,TKM,2009,11
NOR,UGA,2009,27
NOR,UKR,2009,72
NOR,TZA,2009,4
NOR,USA,2009,2
NOR,UZB,2009,93
NOR,VNM,2009,13
NOR,ESH,2009,1
NOR,YEM,2009,81
NOR,ZMB,2009,0
NOR,ZWE,2009,16
OMN,IRQ,2009,19
OMN,SYR,2009,7
PAK,AFG,2009,1739935
PAK,DZA,2009,29
PAK,ERI,2009,0
PAK,ETH,2009,4
PAK,GHA,2009,1
PAK,IRQ,2009,98
PAK,IRN,2009,55
PAK,MMR,2009,19
PAK,RUS,2009,7
PAK,RWA,2009,5
PAK,SOM,2009,528
PAK,LKA,2009,0
PAK,PSE,2009,5
PAK,SDN,2009,1
PAK,SYR,2009,8
PAK,TUR,2009,7
PAK,UGA,2009,1
PAK,UZB,2009,8
PLW,MMR,2009,11
PAN,ARG,2009,1
PAN,BIH,2009,3
PAN,CMR,2009,4
PAN,TCD,2009,2
PAN,COL,2009,15299
PAN,HRV,2009,3
PAN,CUB,2009,1092
PAN,COD,2009,4
PAN,SLV,2009,269
PAN,ETH,2009,2
PAN,GHA,2009,1
PAN,GTM,2009,11
PAN,HTI,2009,10
PAN,HND,2009,1
PAN,IRN,2009,3
PAN,LBR,2009,3
PAN,NIC,2009,170
PAN,NGA,2009,10
PAN,PER,2009,21
PAN,ROU,2009,2
PAN,RUS,2009,2
PAN,SLE,2009,1
PAN,SOM,2009,1
PAN,SDN,2009,4
PAN,MKD,2009,1
PAN,UKR,2009,2
PAN,USA,2009,1
PNG,AFG,2009,2
PNG,IDN,2009,9689
PNG,JOR,2009,1
PNG,MAR,2009,1
PNG,MMR,2009,3
PNG,LKA,2009,4
PNG,VNM,2009,3
PRY,COL,2009,18
PRY,COG,2009,1
PRY,CUB,2009,47
PRY,DEU,2009,1
PRY,IRQ,2009,6
PRY,IRN,2009,1
PRY,RUS,2009,8
PRY,SLE,2009,1
PRY,VNM,2009,6
PER,ARM,2009,1
PER,BLR,2009,1
PER,BOL,2009,2
PER,BIH,2009,6
PER,BGR,2009,4
PER,CHN,2009,2
PER,COL,2009,275
PER,CUB,2009,592
PER,CZE,2009,3
PER,ECU,2009,1
PER,GMB,2009,3
PER,GEO,2009,2
PER,GHA,2009,1
PER,GTM,2009,1
PER,HTI,2009,6
PER,HUN,2009,6
PER,IRQ,2009,16
PER,IRN,2009,19
PER,JOR,2009,2
PER,LBR,2009,1
PER,LTU,2009,1
PER,POL,2009,4
PER,ROU,2009,1
PER,RUS,2009,17
PER,SRB,2009,105
PER,SOM,2009,2
PER,PSE,2009,18
PER,UKR,2009,2
PER,TZA,2009,1
PER,VEN,2009,12
PER,VNM,2009,1
PHL,CHN,2009,0
PHL,COD,2009,1
PHL,ERI,2009,1
PHL,ETH,2009,1
PHL,IRQ,2009,21
PHL,IRN,2009,20
PHL,JOR,2009,0
PHL,LBN,2009,1
PHL,LBR,2009,1
PHL,MMR,2009,4
PHL,NGA,2009,0
PHL,PAK,2009,1
PHL,RWA,2009,6
PHL,SOM,2009,5
PHL,LKA,2009,8
PHL,PSE,2009,18
PHL,SDN,2009,1
PHL,VNM,2009,3
POL,AFG,2009,67
POL,ALB,2009,1
POL,DZA,2009,2
POL,AGO,2009,2
POL,ARM,2009,25
POL,AZE,2009,10
POL,BGD,2009,2
POL,BLR,2009,160
POL,BTN,2009,1
POL,BIH,2009,2
POL,BGR,2009,2
POL,KHM,2009,0
POL,CMR,2009,11
POL,CHN,2009,7
POL,COG,2009,13
POL,CIV,2009,1
POL,CUB,2009,6
POL,COD,2009,5
POL,ERI,2009,2
POL,ETH,2009,11
POL,GEO,2009,19
POL,GNB,2009,1
POL,IND,2009,5
POL,IRQ,2009,100
POL,IRN,2009,9
POL,JOR,2009,2
POL,KAZ,2009,6
POL,KEN,2009,0
POL,LAO,2009,2
POL,LBN,2009,2
POL,LBR,2009,8
POL,MNG,2009,4
POL,MAR,2009,2
POL,MMR,2009,1
POL,NPL,2009,5
POL,NGA,2009,13
POL,PAK,2009,19
POL,PHL,2009,1
POL,MDA,2009,1
POL,ROU,2009,1
POL,RUS,2009,14510
POL,RWA,2009,3
POL,SEN,2009,5
POL,SRB,2009,9
POL,SLE,2009,5
POL,SOM,2009,65
POL,LKA,2009,55
POL,PSE,2009,9
POL,SDN,2009,15
POL,SYR,2009,8
POL,TGO,2009,3
POL,TUN,2009,1
POL,TUR,2009,41
POL,TKM,2009,4
POL,UKR,2009,17
POL,UZB,2009,6
POL,VNM,2009,9
POL,ZWE,2009,3
PRT,AFG,2009,7
PRT,DZA,2009,3
PRT,AGO,2009,9
PRT,ARG,2009,0
PRT,ARM,2009,0
PRT,BLR,2009,13
PRT,BIH,2009,1
PRT,COL,2009,51
PRT,COM,2009,18
PRT,CIV,2009,6
PRT,CUB,2009,17
PRT,COD,2009,31
PRT,EGY,2009,1
PRT,ERI,2009,17
PRT,ETH,2009,3
PRT,GMB,2009,1
PRT,GEO,2009,2
PRT,GHA,2009,1
PRT,GIN,2009,8
PRT,GNB,2009,13
PRT,IND,2009,5
PRT,IDN,2009,1
PRT,IRQ,2009,6
PRT,IRN,2009,3
PRT,KAZ,2009,4
PRT,LBR,2009,3
PRT,MNG,2009,6
PRT,MOZ,2009,0
PRT,MMR,2009,4
PRT,NPL,2009,1
PRT,NGA,2009,5
PRT,PER,2009,2
PRT,ROU,2009,1
PRT,RUS,2009,7
PRT,RWA,2009,8
PRT,STP,2009,1
PRT,SEN,2009,1
PRT,SRB,2009,2
PRT,SLE,2009,53
PRT,SOM,2009,24
PRT,LKA,2009,15
PRT,PSE,2009,2
PRT,SDN,2009,2
PRT,UZB,2009,3
PRT,ZWE,2009,4
QAT,IRQ,2009,22
QAT,SYR,2009,7
KOR,AFG,2009,2
KOR,DZA,2009,4
KOR,BGD,2009,40
KOR,BDI,2009,1
KOR,CMR,2009,4
KOR,CHN,2009,14
KOR,CIV,2009,8
KOR,COD,2009,25
KOR,ERI,2009,1
KOR,ETH,2009,26
KOR,GHA,2009,2
KOR,IRQ,2009,5
KOR,IRN,2009,9
KOR,KEN,2009,1
KOR,MMR,2009,101
KOR,NPL,2009,4
KOR,NGA,2009,2
KOR,PAK,2009,1
KOR,RUS,2009,1
KOR,RWA,2009,2
KOR,SOM,2009,2
KOR,LKA,2009,1
KOR,UGA,2009,10
KOR,UZB,2009,2
MDA,AFG,2009,9
MDA,AGO,2009,1
MDA,ARM,2009,21
MDA,AZE,2009,9
MDA,EGY,2009,2
MDA,ERI,2009,0
MDA,GEO,2009,5
MDA,IND,2009,1
MDA,IRQ,2009,4
MDA,IRN,2009,3
MDA,JOR,2009,4
MDA,KAZ,2009,1
MDA,KGZ,2009,4
MDA,LBR,2009,1
MDA,NPL,2009,1
MDA,PAK,2009,3
MDA,ROU,2009,0
MDA,RUS,2009,31
MDA,SLE,2009,1
MDA,SOM,2009,1
MDA,PSE,2009,11
MDA,SDN,2009,10
MDA,SYR,2009,10
MDA,TJK,2009,1
MDA,TUR,2009,1
MDA,TKM,2009,1
MDA,TZA,2009,1
MDA,UZB,2009,2
MDA,YEM,2009,1
MDA,ZWE,2009,1
ROU,AFG,2009,102
ROU,ALB,2009,2
ROU,DZA,2009,2
ROU,AGO,2009,2
ROU,ARM,2009,0
ROU,BGD,2009,1
ROU,BLR,2009,1
ROU,BIH,2009,2
ROU,BDI,2009,1
ROU,CMR,2009,12
ROU,CHN,2009,4
ROU,COG,2009,36
ROU,CIV,2009,3
ROU,CUB,2009,1
ROU,COD,2009,4
ROU,DJI,2009,1
ROU,ECU,2009,3
ROU,EGY,2009,11
ROU,ERI,2009,3
ROU,ETH,2009,5
ROU,GEO,2009,3
ROU,GIN,2009,5
ROU,IRQ,2009,514
ROU,IRN,2009,55
ROU,ISR,2009,1
ROU,JOR,2009,8
ROU,KEN,2009,2
ROU,LBN,2009,8
ROU,LBR,2009,4
ROU,MAR,2009,1
ROU,NGA,2009,4
ROU,PAK,2009,4
ROU,MDA,2009,9
ROU,RUS,2009,3
ROU,RWA,2009,4
ROU,SEN,2009,3
ROU,SRB,2009,20
ROU,SLE,2009,7
ROU,SOM,2009,107
ROU,ZAF,2009,1
ROU,LKA,2009,3
ROU,PSE,2009,21
ROU,SDN,2009,15
ROU,SYR,2009,19
ROU,MKD,2009,1
ROU,TUN,2009,2
ROU,TUR,2009,46
ROU,UZB,2009,2
ROU,YEM,2009,1
RUS,AFG,2009,2079
RUS,DZA,2009,1
RUS,AGO,2009,15
RUS,ARM,2009,0
RUS,AZE,2009,31
RUS,BGD,2009,4
RUS,BLR,2009,1
RUS,BIH,2009,0
RUS,BDI,2009,0
RUS,CHN,2009,9
RUS,COG,2009,19
RUS,CUB,2009,7
RUS,PRK,2009,10
RUS,COD,2009,15
RUS,ERI,2009,6
RUS,EST,2009,1
RUS,ETH,2009,12
RUS,GEO,2009,2329
RUS,GHA,2009,0
RUS,IND,2009,1
RUS,IRQ,2009,105
RUS,IRN,2009,20
RUS,ISR,2009,2
RUS,KWT,2009,1
RUS,KGZ,2009,2
RUS,LVA,2009,2
RUS,LBN,2009,6
RUS,LBR,2009,6
RUS,MOZ,2009,1
RUS,PAK,2009,3
RUS,MDA,2009,4
RUS,RWA,2009,7
RUS,SOM,2009,7
RUS,PSE,2009,26
RUS,SDN,2009,3
RUS,SYR,2009,4
RUS,TJK,2009,23
RUS,TKM,2009,12
RUS,UGA,2009,0
RUS,UKR,2009,7
RUS,TZA,2009,1
RUS,USA,2009,3
RUS,UZB,2009,80
RUS,VNM,2009,4
RWA,AGO,2009,3
RWA,BDI,2009,336
RWA,TCD,2009,7
RWA,COD,2009,53647
RWA,ERI,2009,1
RWA,ETH,2009,4
RWA,SOM,2009,9
RWA,SDN,2009,2
RWA,UGA,2009,7
SAU,TCD,2009,1
SAU,CHN,2009,19
SAU,ERI,2009,379
SAU,ETH,2009,9
SAU,IRQ,2009,39
SAU,LBR,2009,27
SAU,MMR,2009,1
SAU,SOM,2009,10
SAU,PSE,2009,25
SAU,SDN,2009,38
SAU,SYR,2009,14
SAU,TUN,2009,6
SAU,UZB,2009,7
SEN,DZA,2009,9
SEN,AGO,2009,1
SEN,BDI,2009,51
SEN,CMR,2009,11
SEN,CAF,2009,2
SEN,TCD,2009,25
SEN,COG,2009,19
SEN,CIV,2009,59
SEN,COD,2009,23
SEN,ETH,2009,1
SEN,GMB,2009,2
SEN,GHA,2009,1
SEN,GIN,2009,19
SEN,LBR,2009,233
SEN,MRT,2009,21377
SEN,NGA,2009,7
SEN,RWA,2009,305
SEN,SLE,2009,0
SEN,SOM,2009,3
SEN,SDN,2009,2
SEN,TGO,2009,1
SRB,BIH,2009,24154
SRB,CMR,2009,2
SRB,HRV,2009,62145
SRB,CUB,2009,1
SRB,ETH,2009,1
SRB,IRQ,2009,44
SRB,SOM,2009,0
SRB,TUR,2009,4
SLE,TCD,2009,1
SLE,CIV,2009,8
SLE,GNQ,2009,3
SLE,LBR,2009,9037
SLE,MRT,2009,1
SLE,VNM,2009,1
SGP,CHN,2009,2
SGP,MMR,2009,5
SGP,LKA,2009,0
SVK,AFG,2009,101
SVK,DZA,2009,2
SVK,AGO,2009,2
SVK,ARM,2009,10
SVK,BGD,2009,1
SVK,BEN,2009,1
SVK,BIH,2009,1
SVK,BDI,2009,1
SVK,CMR,2009,3
SVK,CHN,2009,3
SVK,COG,2009,7
SVK,CIV,2009,3
SVK,CUB,2009,21
SVK,COD,2009,7
SVK,EGY,2009,2
SVK,IRQ,2009,89
SVK,IRN,2009,24
SVK,KWT,2009,1
SVK,LBY,2009,1
SVK,NGA,2009,1
SVK,PAK,2009,5
SVK,RUS,2009,15
SVK,SEN,2009,1
SVK,SRB,2009,15
SVK,SOM,2009,22
SVK,PSE,2009,7
SVK,SDN,2009,1
SVK,SYR,2009,20
SVK,TUR,2009,1
SVK,UKR,2009,16
SVK,TZA,2009,2
SVK,UZB,2009,3
SVK,VNM,2009,1
SVK,YEM,2009,1
SVN,AFG,2009,5
SVN,ALB,2009,1
SVN,BIH,2009,142
SVN,BDI,2009,1
SVN,CMR,2009,2
SVN,COD,2009,2
SVN,ETH,2009,1
SVN,GEO,2009,4
SVN,IRQ,2009,5
SVN,IRN,2009,9
SVN,KAZ,2009,4
SVN,LBR,2009,1
SVN,NGA,2009,1
SVN,RUS,2009,7
SVN,SRB,2009,89
SVN,SLE,2009,9
SVN,SOM,2009,1
SVN,SDN,2009,1
SVN,MKD,2009,3
SVN,UZB,2009,1
SOM,BGD,2009,3
SOM,COD,2009,4
SOM,ERI,2009,34
SOM,ETH,2009,1760
SOM,RWA,2009,3
SOM,SAU,2009,1
SOM,LKA,2009,0
SOM,SDN,2009,3
SOM,UGA,2009,2
SOM,YEM,2009,4
SOM,ZWE,2009,0
ZAF,AFG,2009,18
ZAF,AGO,2009,5758
ZAF,BGD,2009,38
ZAF,BIH,2009,27
ZAF,BDI,2009,2273
ZAF,CMR,2009,112
ZAF,COG,2009,1906
ZAF,CIV,2009,7
ZAF,COD,2009,11708
ZAF,EGY,2009,0
ZAF,ERI,2009,246
ZAF,ETH,2009,1509
ZAF,GHA,2009,8
ZAF,IRQ,2009,5
ZAF,KEN,2009,36
ZAF,KGZ,2009,18
ZAF,LBR,2009,214
ZAF,MWI,2009,11
ZAF,MMR,2009,1
ZAF,NGA,2009,33
ZAF,PAK,2009,31
ZAF,POL,2009,5
ZAF,RWA,2009,1282
ZAF,SEN,2009,1
ZAF,SRB,2009,34
ZAF,SLE,2009,52
ZAF,SOM,2009,9718
ZAF,SDN,2009,174
ZAF,UGA,2009,99
ZAF,TZA,2009,137
ZAF,ZMB,2009,14
ZAF,ZWE,2009,673
ESP,AFG,2009,70
ESP,ALB,2009,24
ESP,DZA,2009,86
ESP,AGO,2009,55
ESP,ARG,2009,0
ESP,ARM,2009,159
ESP,AZE,2009,36
ESP,BGD,2009,8
ESP,BLR,2009,40
ESP,BTN,2009,2
ESP,BIH,2009,2
ESP,BGR,2009,1
ESP,BFA,2009,7
ESP,BDI,2009,4
ESP,CMR,2009,17
ESP,CAF,2009,2
ESP,CHL,2009,0
ESP,CHN,2009,11
ESP,COL,2009,934
ESP,COG,2009,16
ESP,CIV,2009,137
ESP,CUB,2009,224
ESP,COD,2009,133
ESP,ECU,2009,4
ESP,EGY,2009,9
ESP,GNQ,2009,194
ESP,ERI,2009,16
ESP,ETH,2009,76
ESP,GAB,2009,4
ESP,GMB,2009,8
ESP,GEO,2009,43
ESP,GHA,2009,1
ESP,GTM,2009,1
ESP,GIN,2009,14
ESP,GNB,2009,1
ESP,HTI,2009,13
ESP,HND,2009,5
ESP,IND,2009,1
ESP,IRQ,2009,265
ESP,IRN,2009,50
ESP,ISR,2009,1
ESP,JOR,2009,9
ESP,KAZ,2009,3
ESP,KGZ,2009,0
ESP,LVA,2009,4
ESP,LBN,2009,1
ESP,LBR,2009,27
ESP,MRT,2009,17
ESP,MEX,2009,3
ESP,MAR,2009,37
ESP,MOZ,2009,1
ESP,MMR,2009,1
ESP,NPL,2009,5
ESP,NGA,2009,30
ESP,PAK,2009,47
ESP,PER,2009,15
ESP,MDA,2009,13
ESP,ROU,2009,5
ESP,RUS,2009,464
ESP,RWA,2009,24
ESP,SEN,2009,2
ESP,SRB,2009,55
ESP,SLE,2009,87
ESP,SVN,2009,0
ESP,SOM,2009,65
ESP,LKA,2009,26
ESP,PSE,2009,20
ESP,SDN,2009,12
ESP,SYR,2009,33
ESP,TGO,2009,3
ESP,TUN,2009,20
ESP,TUR,2009,8
ESP,UGA,2009,1
ESP,UKR,2009,42
ESP,UZB,2009,2
ESP,VEN,2009,27
ESP,VNM,2009,6
LKA,AFG,2009,0
LKA,IRQ,2009,7
LKA,MMR,2009,56
LKA,PAK,2009,167
LKA,PSE,2009,21
SDN,CMR,2009,0
SDN,CAF,2009,1582
SDN,TCD,2009,41138
SDN,COD,2009,19709
SDN,ERI,2009,113528
SDN,ETH,2009,9170
SDN,SOM,2009,90
SDN,UGA,2009,0
SUR,SLE,2009,1
SWZ,AGO,2009,95
SWZ,BGR,2009,0
SWZ,BDI,2009,170
SWZ,COG,2009,56
SWZ,COD,2009,126
SWZ,ETH,2009,24
SWZ,KEN,2009,1
SWZ,LBR,2009,36
SWZ,NGA,2009,1
SWZ,RUS,2009,0
SWZ,RWA,2009,108
SWZ,SLE,2009,13
SWZ,SOM,2009,69
SWZ,LKA,2009,17
SWZ,UGA,2009,43
SWE,AFG,2009,3637
SWE,ALB,2009,183
SWE,DZA,2009,93
SWE,AGO,2009,107
SWE,ARG,2009,4
SWE,ARM,2009,630
SWE,AUS,2009,1
SWE,AZE,2009,724
SWE,BHR,2009,9
SWE,BGD,2009,291
SWE,BLR,2009,209
SWE,BEL,2009,15
SWE,BEN,2009,5
SWE,BTN,2009,8
SWE,BOL,2009,64
SWE,BIH,2009,3099
SWE,BRA,2009,1
SWE,BGR,2009,32
SWE,BFA,2009,2
SWE,BDI,2009,1275
SWE,KHM,2009,7
SWE,CMR,2009,49
SWE,CAN,2009,1
SWE,TCD,2009,8
SWE,CHL,2009,48
SWE,CHN,2009,139
SWE,COL,2009,237
SWE,COG,2009,57
SWE,CIV,2009,40
SWE,HRV,2009,113
SWE,CUB,2009,86
SWE,PRK,2009,8
SWE,COD,2009,238
SWE,DNK,2009,1
SWE,DJI,2009,1
SWE,ECU,2009,60
SWE,EGY,2009,107
SWE,SLV,2009,32
SWE,GNQ,2009,2
SWE,ERI,2009,3018
SWE,EST,2009,8
SWE,ETH,2009,286
SWE,GMB,2009,15
SWE,GEO,2009,165
SWE,DEU,2009,6
SWE,GHA,2009,3
SWE,GRC,2009,3
SWE,GTM,2009,7
SWE,GIN,2009,41
SWE,GNB,2009,3
SWE,HND,2009,19
SWE,HUN,2009,3
SWE,IND,2009,64
SWE,IDN,2009,6
SWE,IRQ,2009,31558
SWE,IRN,2009,2148
SWE,ISR,2009,31
SWE,JOR,2009,323
SWE,KAZ,2009,373
SWE,KEN,2009,49
SWE,KIR,2009,31
SWE,KWT,2009,5
SWE,KGZ,2009,146
SWE,LAO,2009,13
SWE,LVA,2009,14
SWE,LBN,2009,445
SWE,LBR,2009,32
SWE,LBY,2009,200
SWE,LTU,2009,12
SWE,MYS,2009,5
SWE,MLI,2009,5
SWE,MRT,2009,9
SWE,MUS,2009,1
SWE,MNG,2009,98
SWE,MNE,2009,36
SWE,MAR,2009,55
SWE,MOZ,2009,1
SWE,MMR,2009,46
SWE,NAM,2009,0
SWE,NPL,2009,16
SWE,NLD,2009,4
SWE,NIC,2009,5
SWE,NER,2009,2
SWE,NGA,2009,93
SWE,NOR,2009,2
SWE,PAK,2009,183
SWE,PER,2009,128
SWE,PHL,2009,37
SWE,POL,2009,20
SWE,KOR,2009,8
SWE,MDA,2009,16
SWE,ROU,2009,30
SWE,RUS,2009,1705
SWE,RWA,2009,62
SWE,SAU,2009,3
SWE,SEN,2009,3
SWE,SRB,2009,8852
SWE,SLE,2009,47
SWE,SGP,2009,2
SWE,SVK,2009,18
SWE,SVN,2009,1
SWE,SOM,2009,10636
SWE,ESP,2009,1
SWE,LKA,2009,43
SWE,SDN,2009,187
SWE,SYR,2009,1118
SWE,TJK,2009,48
SWE,THA,2009,17
SWE,MKD,2009,161
SWE,TGO,2009,13
SWE,TUN,2009,42
SWE,TUR,2009,676
SWE,TKM,2009,70
SWE,UGA,2009,54
SWE,UKR,2009,163
SWE,ARE,2009,1
SWE,GBR,2009,1
SWE,TZA,2009,16
SWE,USA,2009,17
SWE,URY,2009,2
SWE,UZB,2009,1379
SWE,VEN,2009,7
SWE,VNM,2009,111
SWE,YEM,2009,126
SWE,ZMB,2009,1
SWE,ZWE,2009,32
CHE,AFG,2009,1683
CHE,ALB,2009,71
CHE,DZA,2009,211
CHE,AGO,2009,1644
CHE,ARG,2009,1
CHE,ARM,2009,74
CHE,AUT,2009,3
CHE,AZE,2009,68
CHE,BHR,2009,1
CHE,BGD,2009,46
CHE,BLR,2009,24
CHE,BEN,2009,25
CHE,BTN,2009,1
CHE,BOL,2009,15
CHE,BIH,2009,3792
CHE,BRA,2009,6
CHE,BGR,2009,5
CHE,BFA,2009,11
CHE,BDI,2009,82
CHE,CPV,2009,0
CHE,KHM,2009,415
CHE,CMR,2009,125
CHE,CAF,2009,7
CHE,TCD,2009,45
CHE,CHL,2009,15
CHE,CHN,2009,1239
CHE,COL,2009,290
CHE,COM,2009,0
CHE,COG,2009,92
CHE,CIV,2009,114
CHE,HRV,2009,53
CHE,CUB,2009,43
CHE,CYP,2009,0
CHE,CZE,2009,13
CHE,PRK,2009,4
CHE,COD,2009,1449
CHE,DJI,2009,0
CHE,DOM,2009,4
CHE,ECU,2009,6
CHE,EGY,2009,36
CHE,GNQ,2009,0
CHE,ERI,2009,3944
CHE,ETH,2009,585
CHE,FRA,2009,2
CHE,GAB,2009,3
CHE,GMB,2009,25
CHE,GEO,2009,78
CHE,DEU,2009,1
CHE,GHA,2009,7
CHE,GIN,2009,75
CHE,GNB,2009,10
CHE,HTI,2009,1
CHE,HND,2009,0
CHE,HUN,2009,15
CHE,IND,2009,33
CHE,IDN,2009,0
CHE,IRQ,2009,4612
CHE,IRN,2009,1255
CHE,ISR,2009,1
CHE,ITA,2009,3
CHE,JAM,2009,0
CHE,JPN,2009,0
CHE,JOR,2009,16
CHE,KAZ,2009,17
CHE,KEN,2009,24
CHE,KWT,2009,0
CHE,KGZ,2009,15
CHE,LAO,2009,164
CHE,LVA,2009,1
CHE,LBN,2009,57
CHE,LBR,2009,47
CHE,LBY,2009,299
CHE,LTU,2009,0
CHE,MDG,2009,4
CHE,MWI,2009,0
CHE,MYS,2009,3
CHE,MDV,2009,5
CHE,MLI,2009,11
CHE,MRT,2009,3
CHE,MEX,2009,0
CHE,MNG,2009,44
CHE,MNE,2009,23
CHE,MAR,2009,28
CHE,MOZ,2009,4
CHE,MMR,2009,34
CHE,NAM,2009,0
CHE,NPL,2009,10
CHE,NLD,2009,0
CHE,NER,2009,10
CHE,NGA,2009,61
CHE,PAK,2009,150
CHE,PRY,2009,1
CHE,PER,2009,15
CHE,PHL,2009,1
CHE,POL,2009,10
CHE,PRT,2009,5
CHE,QAT,2009,1
CHE,KOR,2009,0
CHE,MDA,2009,10
CHE,ROU,2009,39
CHE,RUS,2009,528
CHE,RWA,2009,225
CHE,SAU,2009,0
CHE,SEN,2009,6
CHE,SRB,2009,6491
CHE,SLE,2009,38
CHE,SGP,2009,1
CHE,SVK,2009,3
CHE,SVN,2009,1
CHE,SOM,2009,3197
CHE,ZAF,2009,5
CHE,ESP,2009,1
CHE,LKA,2009,2836
CHE,PSE,2009,35
CHE,SDN,2009,144
CHE,SWZ,2009,0
CHE,SWE,2009,0
CHE,CHE,2009,0
CHE,SYR,2009,661
CHE,TJK,2009,2
CHE,THA,2009,0
CHE,MKD,2009,159
CHE,TGO,2009,590
CHE,TUN,2009,605
CHE,TUR,2009,4900
CHE,TKM,2009,8
CHE,UGA,2009,30
CHE,UKR,2009,26
CHE,TZA,2009,10
CHE,USA,2009,3
CHE,URY,2009,0
CHE,UZB,2009,39
CHE,VNM,2009,1587
CHE,ESH,2009,8
CHE,YEM,2009,207
CHE,ZMB,2009,0
CHE,ZWE,2009,17
SYR,AFG,2009,963
SYR,DZA,2009,0
SYR,BIH,2009,0
SYR,TCD,2009,1
SYR,CIV,2009,3
SYR,COD,2009,8
SYR,DJI,2009,0
SYR,EGY,2009,2
SYR,ERI,2009,35
SYR,ETH,2009,7
SYR,IRQ,2009,1050000
SYR,IRN,2009,158
SYR,JOR,2009,2
SYR,KEN,2009,0
SYR,KWT,2009,3
SYR,LBN,2009,4
SYR,LBR,2009,0
SYR,LBY,2009,0
SYR,PAK,2009,6
SYR,RUS,2009,4
SYR,SRB,2009,0
SYR,SLE,2009,1
SYR,SOM,2009,2260
SYR,ZAF,2009,0
SYR,PSE,2009,631
SYR,SDN,2009,316
SYR,TUN,2009,5
SYR,TUR,2009,2
SYR,YEM,2009,18
TJK,AFG,2009,2673
TJK,IRQ,2009,5
TJK,IRN,2009,0
TJK,LKA,2009,1
THA,AFG,2009,1
THA,BGD,2009,1
THA,BDI,2009,0
THA,KHM,2009,47
THA,CHN,2009,89
THA,CIV,2009,13
THA,COD,2009,16
THA,EGY,2009,0
THA,ETH,2009,1
THA,IDN,2009,0
THA,IRQ,2009,98
THA,IRN,2009,9
THA,LAO,2009,271
THA,LBR,2009,2
THA,MMR,2009,104107
THA,NPL,2009,18
THA,PAK,2009,25
THA,RWA,2009,4
THA,SAU,2009,1
THA,SLE,2009,0
THA,SOM,2009,122
THA,LKA,2009,410
THA,PSE,2009,18
THA,SDN,2009,0
THA,SYR,2009,0
THA,TGO,2009,1
THA,TUR,2009,1
THA,UGA,2009,1
THA,VNM,2009,38
THA,YEM,2009,1
THA,ZWE,2009,1
MKD,BIH,2009,21
MKD,SRB,2009,1520
MKD,PSE,2009,1
TLS,CIV,2009,1
TGO,BDI,2009,9
TGO,CMR,2009,0
TGO,CAF,2009,10
TGO,TCD,2009,3
TGO,COG,2009,20
TGO,CIV,2009,71
TGO,COD,2009,73
